TIME,REAL 1,IMAGINARY 1,PHASE 1,SYSTEM PHASE 1,IMPEDANCE 1,REAL 2,IMAGINARY 2,PHASE 2,SYSTEM PHASE 2,IMPEDANCE 2,REAL 3,IMAGINARY 3,PHASE 3,SYSTEM PHASE 3,IMPEDANCE 3,REAL 4,IMAGINARY 4,PHASE 4,SYSTEM PHASE 4,IMPEDANCE 4,REAL 5,IMAGINARY 5,PHASE 5,SYSTEM PHASE 5,IMPEDANCE 5,REAL 6,IMAGINARY 6,PHASE 6,SYSTEM PHASE 6,IMPEDANCE 6,REAL 7,IMAGINARY 7,PHASE 7,SYSTEM PHASE 7,IMPEDANCE 7,REAL 8,IMAGINARY 8,PHASE 8,SYSTEM PHASE 8,IMPEDANCE 8,REAL 9,IMAGINARY 9,PHASE 9,SYSTEM PHASE 9,IMPEDANCE 9,REAL 10,IMAGINARY 10,PHASE 10,SYSTEM PHASE 10,IMPEDANCE 10,REAL 11,IMAGINARY 11,PHASE 11,SYSTEM PHASE 11,IMPEDANCE 11,REAL 12,IMAGINARY 12,PHASE 12,SYSTEM PHASE 12,IMPEDANCE 12,REAL 13,IMAGINARY 13,PHASE 13,SYSTEM PHASE 13,IMPEDANCE 13,REAL 14,IMAGINARY 14,PHASE 14,SYSTEM PHASE 14,IMPEDANCE 14,REAL 15,IMAGINARY 15,PHASE 15,SYSTEM PHASE 15,IMPEDANCE 15,REAL 16,IMAGINARY 16,PHASE 16,SYSTEM PHASE 16,IMPEDANCE 16,REAL 17,IMAGINARY 17,PHASE 17,SYSTEM PHASE 17,IMPEDANCE 17,REAL 18,IMAGINARY 18,PHASE 18,SYSTEM PHASE 18,IMPEDANCE 18,REAL 19,IMAGINARY 19,PHASE 19,SYSTEM PHASE 19,IMPEDANCE 19,REAL 20,IMAGINARY 20,PHASE 20,SYSTEM PHASE 20,IMPEDANCE 20,REAL 21,IMAGINARY 21,PHASE 21,SYSTEM PHASE 21,IMPEDANCE 21,REAL 22,IMAGINARY 22,PHASE 22,SYSTEM PHASE 22,IMPEDANCE 22,REAL 23,IMAGINARY 23,PHASE 23,SYSTEM PHASE 23,IMPEDANCE 23,REAL 24,IMAGINARY 24,PHASE 24,SYSTEM PHASE 24,IMPEDANCE 24,REAL 25,IMAGINARY 25,PHASE 25,SYSTEM PHASE 25,IMPEDANCE 25,REAL 26,IMAGINARY 26,PHASE 26,SYSTEM PHASE 26,IMPEDANCE 26,REAL 27,IMAGINARY 27,PHASE 27,SYSTEM PHASE 27,IMPEDANCE 27,REAL 28,IMAGINARY 28,PHASE 28,SYSTEM PHASE 28,IMPEDANCE 28
369.88,8823,-10580,-0.47,-0.88,3523.19,8961,-10634,-0.47,-0.87,3490.25,9061,-10724,-0.47,-0.87,3457.11,8997,-10188,-0.44,-0.85,3570.93,8895,-10124,-0.45,-0.85,3601.52,8647,-9685,-0.44,-0.84,3738.29,8403,-9216,-0.43,-0.83,3891.66,8329,-9280,-0.44,-0.84,3892.35,8455,-9401,-0.43,-0.84,3838.71,8467,-9462,-0.44,-0.84,3822.56,8251,-9346,-0.44,-0.85,3893.15,7596,-8786,-0.45,-0.86,4178.97,7557,-8663,-0.45,-0.85,4222.02,7590,-8724,-0.45,-0.85,4197.31,7704,-8693,-0.44,-0.85,4178.55,7753,-8722,-0.44,-0.84,4159.14,8083,-8881,-0.43,-0.83,4041.76,8001,-8907,-0.44,-0.84,4053.81,8156,-9061,-0.43,-0.84,3981.27,8106,-9248,-0.45,-0.85,3946.76,8224,-9533,-0.46,-0.86,3855.07,8233,-10278,-0.49,-0.9,3685.65,6970,-8410,-0.47,-0.88,4443.52,6470,-7560,-0.46,-0.86,4877.69,10048,-10416,-0.4,-0.8,3353.65,6260,-7449,-0.47,-0.87,4988.22,12058,-12677,-0.41,-0.81,2774.15,19211,4639,0.64,0.24,2455.88
370.07,8824,-10581,-0.47,-0.88,3522.83,8973,-10615,-0.47,-0.87,3491.95,9053,-10723,-0.47,-0.87,3458.57,8995,-10190,-0.44,-0.85,3570.88,8902,-10123,-0.45,-0.85,3600.49,8627,-9700,-0.44,-0.84,3738.9,8396,-9222,-0.43,-0.83,3891.75,8327,-9277,-0.44,-0.84,3893.46,8473,-9386,-0.43,-0.84,3838.44,8482,-9452,-0.44,-0.84,3821.79,8261,-9348,-0.44,-0.85,3890.61,7589,-8786,-0.45,-0.86,4180.61,7538,-8668,-0.45,-0.86,4225.22,7600,-8715,-0.45,-0.85,4197.39,7702,-8692,-0.44,-0.85,4179.3,7767,-8714,-0.44,-0.84,4157.95,8090,-8875,-0.43,-0.83,4041.66,7992,-8904,-0.44,-0.84,4056.61,8149,-9061,-0.43,-0.84,3982.8,8096,-9254,-0.45,-0.85,3947.42,8244,-9537,-0.45,-0.86,3850.14,8207,-10274,-0.49,-0.9,3691.08,6967,-8403,-0.47,-0.88,4446.49,6468,-7556,-0.46,-0.86,4879.82,10058,-10407,-0.4,-0.8,3353.54,6260,-7447,-0.47,-0.87,4989,12076,-12662,-0.41,-0.81,2773.91,19215,4636,0.64,0.24,2455.48
370.26,8820,-10578,-0.47,-0.88,3524.08,8984,-10608,-0.46,-0.87,3491.51,9032,-10716,-0.47,-0.87,3463.24,8976,-10186,-0.44,-0.85,3574.98,8884,-10131,-0.45,-0.85,3602.05,8635,-9682,-0.44,-0.84,3741.24,8391,-9212,-0.43,-0.83,3895.11,8330,-9280,-0.44,-0.84,3892.14,8456,-9398,-0.43,-0.84,3839.19,8469,-9455,-0.44,-0.84,3823.73,8258,-9339,-0.44,-0.85,3893.34,7584,-8783,-0.45,-0.86,4182.61,7550,-8659,-0.45,-0.85,4224.82,7600,-8715,-0.45,-0.85,4197.39,7713,-8686,-0.44,-0.84,4178.28,7762,-8715,-0.44,-0.84,4158.87,8092,-8872,-0.43,-0.83,4041.96,8003,-8900,-0.43,-0.84,4055.12,8135,-9060,-0.44,-0.84,3986.11,8100,-9246,-0.45,-0.85,3948.51,8218,-9533,-0.46,-0.86,3856.27,8248,-10271,-0.49,-0.89,3684.55,6943,-8402,-0.48,-0.88,4453.05,6467,-7552,-0.46,-0.86,4881.63,10037,-10410,-0.4,-0.8,3356.42,6255,-7444,-0.47,-0.87,4991.83,12044,-12678,-0.41,-0.81,2775.57,19214,4637,0.64,0.24,2455.57
370.45,8806,-10577,-0.47,-0.88,3526.57,8966,-10615,-0.47,-0.87,3493.08,9046,-10713,-0.47,-0.87,3461.57,8980,-10181,-0.44,-0.85,3575.27,8888,-10126,-0.45,-0.85,3602.35,8644,-9691,-0.44,-0.84,3737.58,8412,-9203,-0.43,-0.83,3892.77,8324,-9273,-0.44,-0.84,3895.02,8475,-9387,-0.43,-0.84,3837.81,8484,-9443,-0.44,-0.84,3823.4,8243,-9349,-0.44,-0.85,3894.1,7585,-8779,-0.45,-0.86,4183.46,7539,-8660,-0.45,-0.85,4227.2,7598,-8708,-0.45,-0.85,4199.79,7712,-8682,-0.44,-0.84,4179.6,7755,-8715,-0.44,-0.84,4160.53,8091,-8869,-0.43,-0.83,4042.93,8002,-8897,-0.43,-0.84,4056.11,8142,-9054,-0.43,-0.84,3986.04,8095,-9246,-0.45,-0.85,3949.57,8203,-9530,-0.46,-0.86,3859.97,8324,-10257,-0.49,-0.89,3674.28,6949,-8395,-0.48,-0.88,4453.69,6471,-7550,-0.46,-0.86,4881.1,10032,-10409,-0.4,-0.8,3357.4,6255,-7443,-0.47,-0.87,4992.22,12070,-12656,-0.41,-0.81,2775.25,19214,4640,0.64,0.24,2455.49
370.64,8801,-10577,-0.47,-0.88,3527.39,8975,-10610,-0.46,-0.87,3492.58,9035,-10711,-0.47,-0.87,3463.7,8976,-10183,-0.44,-0.85,3575.57,8882,-10112,-0.45,-0.85,3606.23,8626,-9689,-0.44,-0.84,3741.46,8399,-9203,-0.43,-0.83,3895.51,8333,-9272,-0.43,-0.84,3893.37,8455,-9396,-0.43,-0.84,3839.84,8466,-9452,-0.44,-0.84,3825.01,8250,-9345,-0.44,-0.85,3893.59,7589,-8772,-0.45,-0.86,4184.43,7539,-8653,-0.45,-0.85,4229.14,7577,-8711,-0.45,-0.85,4203.98,7700,-8682,-0.44,-0.85,4182.47,7750,-8710,-0.44,-0.84,4163.05,8094,-8862,-0.43,-0.83,4043.99,8000,-8896,-0.43,-0.84,4056.81,8132,-9056,-0.44,-0.84,3987.74,8107,-9239,-0.45,-0.85,3948.72,8237,-9522,-0.45,-0.86,3855.01,8331,-10253,-0.48,-0.89,3673.91,6938,-8397,-0.48,-0.88,4455.93,6457,-7552,-0.46,-0.86,4884.82,10027,-10405,-0.4,-0.8,3358.87,6261,-7440,-0.47,-0.87,4991.42,12009,-12693,-0.41,-0.81,2777.67,19214,4636,0.64,0.24,2455.6
370.83,8809,-10564,-0.47,-0.88,3528.64,8962,-10612,-0.47,-0.87,3494.31,9047,-10703,-0.47,-0.87,3463.3,8970,-10178,-0.44,-0.85,3577.61,8883,-10118,-0.45,-0.85,3604.84,8631,-9693,-0.44,-0.84,3739.64,8390,-9208,-0.43,-0.83,3896.25,8317,-9268,-0.44,-0.84,3897.64,8475,-9378,-0.43,-0.84,3839.83,8467,-9441,-0.44,-0.84,3827.28,8249,-9334,-0.44,-0.85,3896.37,7583,-8773,-0.45,-0.86,4185.57,7536,-8654,-0.45,-0.85,4229.59,7571,-8710,-0.45,-0.86,4205.69,7695,-8680,-0.44,-0.85,4184.2,7750,-8701,-0.44,-0.84,4165.45,8089,-8861,-0.43,-0.83,4045.37,7991,-8893,-0.43,-0.84,4059.61,8139,-9048,-0.43,-0.84,3988.15,8094,-9241,-0.45,-0.85,3950.99,8237,-9520,-0.45,-0.86,3855.48,8274,-10258,-0.49,-0.89,3682.83,6950,-8395,-0.48,-0.88,4453.43,6460,-7552,-0.46,-0.86,4883.86,10030,-10393,-0.4,-0.8,3360.4,6257,-7437,-0.47,-0.87,4993.92,12003,-12694,-0.41,-0.81,2778.21,19215,4643,0.64,0.24,2455.28
371.02,8808,-10563,-0.47,-0.88,3529,8963,-10615,-0.47,-0.87,3493.57,9036,-10709,-0.47,-0.87,3463.92,8957,-10180,-0.45,-0.85,3579.48,8879,-10115,-0.45,-0.85,3606.16,8633,-9686,-0.44,-0.84,3740.77,8394,-9205,-0.43,-0.83,3896.1,8320,-9263,-0.44,-0.84,3898.18,8461,-9386,-0.43,-0.84,3840.88,8470,-9439,-0.44,-0.84,3827.12,8254,-9330,-0.44,-0.85,3896.27,7581,-8770,-0.45,-0.86,4186.87,7538,-8652,-0.45,-0.85,4229.66,7563,-8706,-0.45,-0.86,4208.7,7699,-8674,-0.44,-0.84,4184.87,7751,-8703,-0.44,-0.84,4164.68,8096,-8856,-0.43,-0.83,4045.03,7998,-8890,-0.43,-0.84,4058.78,8131,-9048,-0.43,-0.84,3989.91,8103,-9235,-0.45,-0.85,3950.53,8249,-9517,-0.45,-0.86,3853.77,8218,-10257,-0.49,-0.9,3692.88,6949,-8396,-0.48,-0.88,4453.37,6455,-7549,-0.46,-0.86,4886.58,10011,-10400,-0.4,-0.8,3362.29,6269,-7431,-0.47,-0.87,4992.31,12046,-12659,-0.41,-0.81,2777.54,19215,4637,0.64,0.24,2455.45
371.21,8819,-10554,-0.47,-0.87,3528.96,8959,-10612,-0.47,-0.87,3494.8,9051,-10703,-0.47,-0.87,3462.66,8957,-10172,-0.45,-0.85,3581.06,8879,-10113,-0.45,-0.85,3606.56,8635,-9673,-0.44,-0.84,3743.18,8390,-9204,-0.43,-0.83,3897.17,8331,-9263,-0.43,-0.84,3895.88,8467,-9373,-0.43,-0.84,3842.59,8460,-9441,-0.44,-0.84,3828.69,8247,-9328,-0.44,-0.85,3898.19,7594,-8764,-0.45,-0.86,4185.43,7530,-8651,-0.45,-0.85,4231.88,7557,-8706,-0.45,-0.86,4210.14,7694,-8673,-0.44,-0.85,4186.33,7749,-8700,-0.44,-0.84,4165.95,8081,-8856,-0.43,-0.83,4048.44,8001,-8884,-0.43,-0.84,4059.61,8125,-9046,-0.44,-0.84,3991.71,8089,-9234,-0.45,-0.85,3953.75,8198,-9514,-0.46,-0.86,3864.7,8273,-10251,-0.49,-0.89,3684.53,6952,-8392,-0.48,-0.88,4453.85,6459,-7547,-0.46,-0.86,4886.05,10023,-10385,-0.4,-0.8,3362.87,6289,-7425,-0.46,-0.87,4988.03,12005,-12682,-0.41,-0.81,2779.37,19213,4644,0.64,0.24,2455.49
371.4,8797,-10563,-0.47,-0.88,3530.81,8967,-10603,-0.47,-0.87,3495.23,9035,-10696,-0.47,-0.87,3466.54,8971,-10169,-0.44,-0.85,3579.21,8860,-10111,-0.45,-0.85,3610.32,8627,-9671,-0.44,-0.84,3745.15,8405,-9193,-0.43,-0.83,3896.55,8336,-9261,-0.43,-0.84,3895.3,8445,-9382,-0.43,-0.84,3845.04,8458,-9443,-0.44,-0.84,3828.64,8247,-9335,-0.44,-0.85,3896.55,7592,-8761,-0.45,-0.86,4186.72,7535,-8648,-0.45,-0.85,4231.5,7560,-8700,-0.45,-0.86,4211.08,7688,-8674,-0.44,-0.85,4187.5,7732,-8703,-0.44,-0.84,4169.19,8084,-8854,-0.43,-0.83,4048.26,7988,-8885,-0.43,-0.84,4062.31,8134,-9036,-0.43,-0.84,3992.18,8094,-9229,-0.45,-0.85,3953.9,8194,-9511,-0.46,-0.86,3866.2,8217,-10249,-0.49,-0.89,3694.81,6945,-8394,-0.48,-0.88,4455.05,6463,-7546,-0.46,-0.86,4885.14,10010,-10382,-0.4,-0.8,3365.48,6281,-7424,-0.46,-0.87,4991.08,12019,-12669,-0.41,-0.81,2779.34,19215,4639,0.64,0.24,2455.4
371.59,8801,-10555,-0.47,-0.88,3531.73,8956,-10597,-0.47,-0.87,3498.17,9034,-10695,-0.47,-0.87,3466.89,8961,-10166,-0.44,-0.85,3581.55,8871,-10103,-0.45,-0.85,3609.99,8620,-9683,-0.44,-0.84,3743.91,8389,-9189,-0.43,-0.83,3900.85,8327,-9255,-0.43,-0.84,3898.58,8463,-9380,-0.43,-0.84,3841.83,8477,-9428,-0.43,-0.84,3828.18,8240,-9324,-0.44,-0.85,3900.58,7594,-8760,-0.45,-0.86,4186.52,7542,-8645,-0.45,-0.85,4230.64,7556,-8702,-0.45,-0.86,4211.48,7678,-8672,-0.44,-0.85,4190.44,7735,-8699,-0.44,-0.84,4169.55,8083,-8851,-0.43,-0.83,4049.23,8000,-8879,-0.43,-0.84,4061.1,8134,-9035,-0.43,-0.84,3992.42,8095,-9222,-0.45,-0.85,3955.38,8189,-9514,-0.46,-0.86,3866.51,8221,-10248,-0.49,-0.89,3694.33,6943,-8390,-0.48,-0.88,4456.83,6455,-7550,-0.46,-0.86,4886.21,9978,-10387,-0.4,-0.81,3369.82,6264,-7424,-0.47,-0.87,4996.71,12042,-12652,-0.41,-0.81,2778.78,19215,4637,0.64,0.24,2455.45
371.77,8799,-10553,-0.47,-0.88,3532.45,8949,-10606,-0.47,-0.87,3497.58,9047,-10697,-0.46,-0.87,3464.43,8973,-10165,-0.44,-0.85,3579.65,8867,-10100,-0.45,-0.85,3611.3,8635,-9667,-0.44,-0.84,3744.47,8388,-9197,-0.43,-0.83,3899.21,8315,-9255,-0.44,-0.84,3901.09,8487,-9366,-0.43,-0.83,3840.09,8469,-9433,-0.44,-0.84,3828.67,8247,-9317,-0.44,-0.85,3900.77,7594,-8757,-0.45,-0.86,4187.34,7541,-8644,-0.45,-0.85,4231.16,7555,-8699,-0.45,-0.86,4212.55,7689,-8667,-0.44,-0.85,4189.15,7740,-8697,-0.44,-0.84,4168.9,8085,-8850,-0.43,-0.83,4049.03,8002,-8875,-0.43,-0.84,4061.65,8124,-9038,-0.43,-0.84,3993.88,8095,-9219,-0.45,-0.85,3956.11,8211,-9509,-0.45,-0.86,3863.25,8229,-10243,-0.49,-0.89,3694.01,6949,-8384,-0.47,-0.88,4457.15,6457,-7547,-0.46,-0.86,4886.69,9995,-10369,-0.4,-0.8,3370.09,6261,-7420,-0.47,-0.87,4999.28,12005,-12674,-0.41,-0.81,2780.3,19213,4643,0.64,0.24,2455.52
371.96,8778,-10553,-0.47,-0.88,3535.91,8954,-10592,-0.47,-0.87,3499.46,9022,-10701,-0.47,-0.87,3467.67,8978,-10159,-0.44,-0.85,3579.97,8861,-10107,-0.45,-0.85,3610.95,8618,-9675,-0.44,-0.84,3746.02,8381,-9193,-0.43,-0.83,3901.62,8331,-9252,-0.43,-0.84,3898.44,8487,-9374,-0.43,-0.84,3838.29,8477,-9420,-0.43,-0.84,3829.98,8245,-9324,-0.44,-0.85,3899.55,7591,-8754,-0.45,-0.86,4188.87,7534,-8641,-0.45,-0.85,4233.69,7561,-8689,-0.45,-0.85,4213.87,7680,-8665,-0.44,-0.85,4191.86,7747,-8693,-0.44,-0.84,4168.3,8073,-8849,-0.43,-0.83,4052.01,8000,-8876,-0.43,-0.84,4061.86,8124,-9034,-0.43,-0.84,3994.86,8090,-9223,-0.45,-0.85,3956.2,8224,-9501,-0.45,-0.86,3862.5,8209,-10243,-0.49,-0.9,3697.54,6944,-8391,-0.48,-0.88,4456.25,6457,-7543,-0.46,-0.86,4888.19,9967,-10380,-0.4,-0.81,3372.78,6252,-7417,-0.47,-0.87,5003.46,12046,-12643,-0.41,-0.81,2779.38,19214,4641,0.64,0.24,2455.46
372.15,8787,-10540,-0.47,-0.88,3537,8948,-10600,-0.47,-0.87,3498.89,9019,-10700,-0.47,-0.87,3468.34,8972,-10159,-0.44,-0.85,3581.02,8872,-10092,-0.45,-0.85,3612.03,8621,-9664,-0.44,-0.84,3747.81,8388,-9188,-0.43,-0.83,3901.3,8305,-9252,-0.44,-0.84,3903.89,8499,-9356,-0.43,-0.83,3839.89,8458,-9429,-0.44,-0.84,3831.79,8233,-9324,-0.44,-0.85,3902.04,7590,-8752,-0.45,-0.86,4189.65,7540,-8636,-0.45,-0.85,4233.63,7558,-8690,-0.45,-0.85,4214.32,7685,-8661,-0.44,-0.85,4191.74,7745,-8694,-0.44,-0.84,4168.51,8070,-8849,-0.43,-0.83,4052.69,7984,-8876,-0.43,-0.84,4065.5,8124,-9032,-0.43,-0.84,3995.35,8107,-9214,-0.45,-0.85,3954.76,8206,-9498,-0.45,-0.86,3866.82,8217,-10239,-0.49,-0.89,3697,6943,-8386,-0.48,-0.88,4458.09,6462,-7543,-0.46,-0.86,4886.59,9991,-10358,-0.4,-0.8,3372.6,6253,-7417,-0.47,-0.87,5003.12,12058,-12633,-0.4,-0.81,2779.21,19215,4635,0.64,0.24,2455.51
372.34,8775,-10545,-0.47,-0.88,3537.99,8947,-10596,-0.47,-0.87,3499.83,9022,-10690,-0.47,-0.87,3469.75,8954,-10168,-0.45,-0.85,3582.38,8872,-10093,-0.45,-0.85,3611.83,8618,-9669,-0.44,-0.84,3747.31,8379,-9191,-0.43,-0.83,3902.5,8323,-9249,-0.43,-0.84,3900.81,8465,-9362,-0.43,-0.84,3845.48,8457,-9428,-0.44,-0.84,3832.22,8230,-9324,-0.44,-0.85,3902.66,7585,-8747,-0.45,-0.86,4192.21,7551,-8632,-0.45,-0.85,4232.07,7551,-8692,-0.45,-0.86,4215.44,7673,-8662,-0.44,-0.85,4194.35,7737,-8690,-0.44,-0.84,4171.48,8072,-8845,-0.43,-0.83,4053.24,7975,-8875,-0.43,-0.84,4067.8,8123,-9032,-0.43,-0.84,3995.57,8101,-9213,-0.45,-0.85,3956.28,8211,-9500,-0.45,-0.86,3865.34,8249,-10236,-0.49,-0.89,3692.02,6946,-8388,-0.48,-0.88,4456.68,6458,-7540,-0.46,-0.86,4888.99,9972,-10360,-0.4,-0.8,3375.35,6249,-7418,-0.47,-0.87,5004.06,11992,-12672,-0.41,-0.81,2781.95,19211,4642,0.64,0.24,2455.79
372.53,8814,-10531,-0.47,-0.87,3534.32,8946,-10587,-0.47,-0.87,3501.73,9009,-10694,-0.47,-0.87,3471.07,8954,-10164,-0.44,-0.85,3583.17,8868,-10092,-0.45,-0.85,3612.74,8625,-9666,-0.44,-0.84,3746.61,8381,-9175,-0.43,-0.83,3905.79,8319,-9246,-0.43,-0.84,3902.35,8466,-9366,-0.43,-0.84,3844.38,8467,-9418,-0.43,-0.84,3832.45,8236,-9324,-0.44,-0.85,3901.41,7586,-8748,-0.45,-0.86,4191.7,7550,-8631,-0.45,-0.85,4232.59,7554,-8689,-0.45,-0.86,4215.55,7677,-8657,-0.44,-0.85,4194.75,7744,-8682,-0.44,-0.84,4171.96,8069,-8840,-0.43,-0.83,4055.17,7974,-8871,-0.43,-0.84,4069.05,8126,-9025,-0.43,-0.84,3996.62,8099,-9212,-0.45,-0.85,3956.95,8213,-9493,-0.45,-0.86,3866.57,8251,-10238,-0.49,-0.89,3691.23,6955,-8385,-0.47,-0.88,4455.27,6455,-7539,-0.46,-0.86,4890.32,9978,-10351,-0.4,-0.8,3375.9,6259,-7411,-0.47,-0.87,5003.49,12011,-12656,-0.41,-0.81,2781.72,19215,4635,0.64,0.24,2455.51
372.72,8805,-10532,-0.47,-0.87,3535.61,8934,-10595,-0.47,-0.87,3502.14,9032,-10682,-0.47,-0.87,3469.67,8957,-10161,-0.44,-0.85,3583.24,8872,-10089,-0.45,-0.85,3612.64,8613,-9663,-0.44,-0.84,3749.57,8379,-9183,-0.43,-0.83,3904.36,8321,-9240,-0.43,-0.84,3903.33,8450,-9364,-0.43,-0.84,3848.1,8467,-9414,-0.43,-0.84,3833.35,8229,-9315,-0.44,-0.85,3904.98,7584,-8747,-0.45,-0.86,4192.44,7532,-8631,-0.45,-0.85,4236.96,7556,-8685,-0.45,-0.85,4216.18,7660,-8659,-0.44,-0.85,4198.29,7751,-8681,-0.44,-0.84,4170.55,8080,-8837,-0.43,-0.83,4053.41,7978,-8867,-0.43,-0.84,4069.15,8124,-9025,-0.43,-0.84,3997.06,8085,-9212,-0.45,-0.85,3959.93,8230,-9488,-0.45,-0.86,3864.31,8207,-10234,-0.49,-0.89,3699.87,6949,-8383,-0.47,-0.88,4457.47,6462,-7540,-0.46,-0.86,4887.71,9963,-10353,-0.4,-0.8,3378,6239,-7413,-0.47,-0.87,5009.36,11994,-12664,-0.41,-0.81,2782.66,19213,4641,0.64,0.24,2455.58
372.91,8790,-10535,-0.47,-0.88,3537.49,8959,-10581,-0.46,-0.87,3500.76,9025,-10682,-0.47,-0.87,3470.79,8970,-10146,-0.44,-0.85,3583.94,8884,-10088,-0.44,-0.85,3610.71,8606,-9663,-0.44,-0.84,3750.92,8384,-9171,-0.43,-0.83,3906.08,8344,-9242,-0.43,-0.84,3898.04,8442,-9355,-0.43,-0.84,3851.78,8471,-9417,-0.43,-0.84,3831.87,8244,-9315,-0.44,-0.85,3901.87,7579,-8747,-0.45,-0.86,4193.63,7538,-8630,-0.45,-0.85,4235.78,7549,-8681,-0.45,-0.86,4218.97,7669,-8652,-0.44,-0.85,4198.03,7741,-8682,-0.44,-0.84,4172.67,8076,-8836,-0.43,-0.83,4054.58,7978,-8867,-0.43,-0.84,4069.15,8120,-9019,-0.43,-0.84,3999.41,8083,-9209,-0.45,-0.85,3961.09,8180,-9489,-0.46,-0.86,3874.16,8266,-10224,-0.49,-0.89,3691.65,6965,-8382,-0.47,-0.88,4453.6,6469,-7538,-0.46,-0.86,4886.21,9975,-10345,-0.4,-0.8,3377.4,6231,-7411,-0.47,-0.87,5012.82,12004,-12654,-0.41,-0.81,2782.72,19212,4641,0.64,0.24,2455.7
373.1,8778,-10537,-0.47,-0.88,3539.08,8960,-10582,-0.46,-0.87,3500.41,9028,-10679,-0.47,-0.87,3470.88,8959,-10148,-0.44,-0.85,3585.47,8884,-10092,-0.45,-0.85,3609.9,8610,-9660,-0.44,-0.84,3750.8,8389,-9177,-0.43,-0.83,3903.63,8347,-9240,-0.43,-0.84,3897.87,8452,-9364,-0.43,-0.84,3847.69,8457,-9412,-0.44,-0.84,3835.83,8254,-9300,-0.44,-0.84,3903.31,7585,-8740,-0.45,-0.86,4194.12,7543,-8625,-0.45,-0.85,4235.96,7551,-8679,-0.45,-0.85,4219.04,7668,-8653,-0.44,-0.85,4198,7737,-8681,-0.44,-0.84,4173.89,8079,-8832,-0.43,-0.83,4054.89,7983,-8863,-0.43,-0.84,4069.02,8126,-9018,-0.43,-0.84,3998.34,8080,-9205,-0.45,-0.85,3962.7,8187,-9489,-0.46,-0.86,3872.75,8195,-10223,-0.49,-0.9,3704.41,6965,-8381,-0.47,-0.88,4453.92,6476,-7538,-0.46,-0.86,4883.97,10010,-10322,-0.4,-0.8,3375.57,6230,-7410,-0.47,-0.87,5013.55,12002,-12654,-0.41,-0.81,2782.94,19214,4637,0.64,0.24,2455.57
373.29,8791,-10528,-0.47,-0.88,3538.71,8942,-10589,-0.47,-0.87,3501.99,9031,-10671,-0.46,-0.87,3471.91,8963,-10144,-0.44,-0.85,3585.57,8877,-10083,-0.45,-0.85,3612.96,8618,-9652,-0.44,-0.84,3750.99,8385,-9162,-0.43,-0.83,3907.96,8315,-9237,-0.43,-0.84,3905.29,8463,-9355,-0.43,-0.84,3847.48,8469,-9407,-0.43,-0.84,3834.52,8257,-9303,-0.44,-0.84,3901.98,7583,-8744,-0.45,-0.86,4193.5,7542,-8624,-0.45,-0.85,4236.48,7546,-8680,-0.45,-0.86,4219.97,7671,-8649,-0.44,-0.85,4198.36,7725,-8680,-0.44,-0.84,4177.03,8064,-8832,-0.43,-0.83,4058.32,7995,-8858,-0.43,-0.84,4067.55,8120,-9017,-0.43,-0.84,3999.9,8086,-9204,-0.45,-0.85,3961.66,8176,-9484,-0.46,-0.86,3876.14,8251,-10221,-0.49,-0.89,3694.95,6951,-8380,-0.47,-0.88,4457.89,6474,-7529,-0.46,-0.86,4887.97,9976,-10339,-0.4,-0.8,3378.25,6226,-7408,-0.47,-0.87,5015.67,11954,-12679,-0.41,-0.81,2785.31,19213,4644,0.64,0.24,2455.49
373.48,8784,-10533,-0.47,-0.88,3538.88,8939,-10576,-0.47,-0.87,3504.99,9028,-10672,-0.46,-0.87,3472.2,8944,-10157,-0.45,-0.85,3586.31,8854,-10089,-0.45,-0.85,3615.84,8622,-9654,-0.44,-0.84,3749.78,8394,-9158,-0.43,-0.83,3906.98,8321,-9237,-0.43,-0.84,3904.03,8439,-9364,-0.43,-0.84,3850.35,8446,-9415,-0.44,-0.84,3837.38,8236,-9313,-0.44,-0.85,3904,7576,-8743,-0.45,-0.86,4195.44,7530,-8626,-0.45,-0.85,4238.85,7554,-8675,-0.45,-0.85,4219.42,7655,-8653,-0.44,-0.85,4201.13,7727,-8676,-0.44,-0.84,4177.63,8055,-8833,-0.43,-0.83,4060.13,7979,-8860,-0.43,-0.84,4070.7,8107,-9018,-0.43,-0.84,4002.53,8081,-9204,-0.45,-0.85,3962.73,8189,-9488,-0.45,-0.86,3872.58,8291,-10211,-0.49,-0.89,3690.06,6951,-8384,-0.47,-0.88,4456.63,6465,-7533,-0.46,-0.86,4889.36,9966,-10337,-0.4,-0.8,3380.23,6231,-7404,-0.47,-0.87,5015.59,11934,-12684,-0.41,-0.82,2786.92,19212,4639,0.64,0.24,2455.76
